ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
912805,2025/9/16,宇都宮営業部,一般,10馬力標準型自動エアパルス式集塵機,E 製造業,48.32,1.0421,1160.821,84.719,45.437,45.197,31.514,0.6,15.948,6.54,0.742,1.503,14.928,2,既存先,一般リース,2,失注,設備設費見合せ（緑道・通期）,2,銀行,4.9,60,2.53%
933338,2026/2/2,宇都宮営業部,自動車,ELFワイド（SGグレード）,H 運輸業・郵便業,136.558,,529.376,85.088,35.247,28.261,19.94,7.553,25.866,16.324,2.807,4.756,1.208,5,新規先,自動車リース,2,失注,,2,銀行,8.93,60,3.01%
909391,2025/12/11,宇都宮営業部,自動車,三菱スーパーグレート,Rサービス業（他に分類されないもの）,92.912,29.6187,438.186,403.562,-11.533,-2.055,0.503,30.316,,30.743,8.236,9.326,,無格付,既存先,一般リース,1,当社受注,,,銀行,25,72,3.28%
913608,2026/1/20,,一般,防犯カメラシステム,Rサービス薬（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.227,60,2.24%
961361,2025/12/23,,一般,複合機（水戸）,Rサービス業（他に分装されないもの）,247.394,2.9269,9881.831,1227.596,85.832,85.554,13.162,10.297,21.71,16.166,,40.244,83.243,5,既存先,一般リース,1,当社受注,,2,銀行,0.009,60,3.38%
913608,2026/1/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.4438,60,2.26%
913608,2026/1/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.093248,60,3.58%
950053,2026/2/18,,一般,カラープリンター,Rサービス（他に分額されないもの）,124.824,2.65445,443.355,30.053,-22.485,-19.42,-19.274,,7.05,6.209,,11.298,,9,既存先,一般リース,1,当社受注,,1,ユーザー,3.5,60,3.41%
941146,2025/7/31,宇都宮営業部,一般,ニチユプラッター,Rサービス業（他に分類されないもの〕,25,,3888.812,3721.94,292.07,289.181,204.758,97.774,0,7.779,4.429,117.418,0,無格付,既存先,一般リース,1,当社受注,,,銀行,6.6,60,2.52%
971683,2025/1/28,宇都宮営業部,一般,インクジェットプリンター,E 製造業,179.212,38.5888,2498.387,254.738,-26.788,-6.564,-3.632,3.985,96.945,215.96,,19.601,149.793,9,既存先,一般リース,1,当社受注,,2,銀行,8.6,60,3.51%
915633,2025/11/18,宇都宮営業部,一般,POSシステム,p 医療・福祉,18.116,0.6981,114.76,97.506,13.265,12.938,10.88,5.169,0,3.619,5.326,4.344,,無格付,既存先,一般リース,1,当社受注,,2,銀行,1.8,60,3.71%
922911,2025/7/28,宇都宮営業部,自動車,2RG-GK5DAB,H 運輪業・郵便業,25.015,,176.586,176.586,-0.463,1.312,1.226,0.569,,12.982,,18.601,,無格付,新規先,自動車リース,1,当社受注,,,銀行,12.615,84,3.29%
