ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
977094,2025/9/8,宇都宮営業部,一般,複合機,Rサービス系（他に分額されないもの）,596.429,27.176,12154.332,9179.403,956.444,1618.673,857.119,1071.09,0,242.021,10225.929,397.482,0,要注意先,既存先,一般リース,,失注,,2,銀行,0.428,60,4.49%
911650,2025/3/4,宇都宮営業部,自動車,シェンタ,1卸売業・小売業,27.858,0,879.104,286.051,-4.974,13.775,9.821,11.111,0,111.346,,18.404,,無格付,既存先,自動車リース,1,当社受注,,2,銀行,1.798,60,3.00%
932736,2025/3/28,,自動車,レクサスRX500h,1卸売業・小売業,41.778,5.064,560.259,453.136,7.568,6.844,6.844,9.393,,3.051,13.81,11.557,,無格付,既存先,自動車リース,1,当社受注,,2,銀行,11.2,60,3.80%
914156,2025/9/16,宇都宮営業部,一般,複合機,E製造業,207.756,3.1212,361.367,38.827,-42.872,-40.836,-45.492,1.457,20.641,109.332,,0.151,1.088,要注意先,既存先,一般リース,2,失注,美車方法次更（費・自己食金）,2,銀行,1.3385,60,5.00%
933520,2025/9/3,,一般,ハードウエア,1卸売業・小売業,9.316875,,61.583,10.806,-3.457,-3.151,-3.332,2.196,0,1.146,0,0,0,無格付,新規先,一般リース,,失注,調後方法次更（境・自己資金）,,銀行,0.57,60,
912657,2025/6/10,宇都宮営業部,一般,事務用イス他,Rサービス第（他に分類されないもの）,294.5,0.9912,2376.92,334.652,49.13,31.873,20.497,3.267,0,,-35.468,7.743,,無格付,既存先,一般リース,2,失注,,2,銀行,0.8463,60,2.99%
977094,2025/9/17,宇都宮営業部,一般,複合機,Rサービス業（他に分類されないもの）,596.429,27.176,12154.332,9179.403,956.444,1618.673,857.119,1071.09,,242.021,-10225.929,397.482,,要注意先,既存先,一般リース,2,失注,調方法変更（実・自己資金）,2,銀行,0.428,60,4.37%
975692,2025/5/8,,一般,王道キムチライン,E 製造業,36.628,,2588.576,369.376,-39.925,-39.248,-33.627,14.851,47.766,122.87,114.841,16.816,38.729,要注意先,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,7.68,120,3.20%
910279,2025/6/10,宇都宮営業部,一般,椅子入替一式,D建設業,6,3.04934,1876.494,743.086,18.018,19.197,8.822,3.408,,,-19.062,45.039,,無格付,既存先,一般リース,1,当社受注,,2,銀行,0.5297,60,3.67%
915102,2025/6/23,,割賦,CATO 7油圧ショベル,Rサービス案（他に分類されないもの）,192.679,20.8232,551.5,111.033,24.917,23.703,17.216,,13.758,33.662,,24.131,7.344,5,既存先,割賦,・1,当社受注,,2,銀行,20.585,60,4.51%
906373,2025/6/19,宇都宮営業部,自動車,三菱スーパーグレート②,H 運輪業・郵便業,278.338,31.3844,525.599,133.249,45.973,132.343,62.6,9.449,39.41,41.934,29.904,1.275,,5,既存先,自動車リース,1,当社受注,,2,銀行,14.1,60,2.54%
962914,2025/3/27,,一般,椅子入替一式,D建設業,4686,55.15124,24447.352,3733.568,363.085,1335.672,1172.801,92.075,107.906,9.518,-2770.81,56.468,45.238,無格付,既存先,一般リース,1,当社受注,,,銀行,2.2079,60,2.91%
918942,2025/7/30,宇都宮営業部,割賦,アスファルトフィニッシャー,D 建設業,112.482,3.8997,735.863,85.863,3.147,1.537,0.94,0.962,31.673,84.554,24.492,5.07,18.777,4,既存先,割賦,1,当社受注,,2,銀行,19.4,60,2.60%
913608,2025/9/19,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,,当社受注,,1,ユーザー,0.127344,60,3.47%
918284,2025/9/11,宇都宮営業部,一般,パソコン13台,Rサービス集（他に分類されないもの）,1020.934025,8.2937,1337.839,397.092,92.989,80.02,54.06,29.896,0,12.893,,18.897,,5,既存先,一般リース,1,当社受注,,2,銀行,2.09,60,2.71%
932035,2025/5/26,,一般,トヨタフォークリフト 12-8FD』35,1卸売業・小売業,325.617,1.1715,7945.274,787.995,86.891,140.217,41.58,124.251,,199.328,,16.683,,5,既存先,一般リース,1,当社受注,,2,銀行,4.844,48,2.85%
901870,2025/6/10,宇都宮営業部,一般,椅子入替一式,1卸売業・小売業,726.964,0.89429,5947.306,300.391,67.797,62.308,38.595,2.414,30.03,704.278,-243.298,5.595,6.403,無格付,既存先,一般リース,1,当社受注,,,銀行,1.8738,60,2.91%
913608,2025/9/19,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,新規先,一般リース,1,当社受注,,1,ユーザー,0.31,60,2.21%
950145,2025/9/25,宇都宮営業部,割賦,空「機,E製造業,465.412,6.94156,970.932,196.356,1.174,14.381,11.919,2.732,13.766,79.569,0,7.67,27.236,要注意先,既存先,割賦,1,当社受注,,1,ユーザー,1.1,60,3.42%
