ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
921875,2026/1/22,宇都宮営業部,一般,電話機一式,Rサービス（他に分類されないもの）,53.296,0,2373.178,2373.178,247.916,256.375,258.223,253.874,0,0,26.434,0,,無格付,新規先,一般リース,2,失注,奥方法変更（秋質・自己資金）,2,銀行,2.4,84,3.00%
969960,2025/4/15,宇都宮営業部,自動車,フォワード 日本フルハーフ製ウイング,E 製造業,186.717,0,4829.318,282.871,103.424,117.705,117.29,1.545,96.089,383.652,2.559,19.151,109.231,6,既存先,自動車リース,1,当社受注,,1,ユーザー,9.8,60,3.50%
933772,2025/10/24,宇都宮営業部,一般,ビジネスフォン一式,Rサービス業（他に分類されないもの）,20,0,470.578,253.455,44.987,46.886,37.015,10.28,,4.688,,10.325,,無格付,既存先,一般リース,,失注,設投資見合せ（画・延期）,2,銀行,4.5,84,3.02%
923411,2025/11/11,宇都宮営業部,自動車,サンバートラツク,1卸売業・小売業,2.38,0,36.625,9.828,-4.493,0.53,0.367,0.974,,0.189,,0.06,,無格付,既存先,自動車リース,1,当社受注,,1,ユーザー,0.976263,60,3.59%
967970,2025/5/1,宇都宮営業部,自動車,スズキ ソリオ,E 製造業,18.33,0,85.813,72.08,1.984,1.265,1.184,12.007,,12.837,,0.866,,無格付,新規先,自動車リース,2,失注,,2,銀行,1.606347,60,2.83%
950424,2026/2/13,宇都宮営業部,一般,マルチプロダクト校正器,E 製造業,0,2.094,227.99,200.586,89.19,89.356,59.664,4.8,,0.858,0,2.865,,無格付,既存先,一般リース,2,失注,関車方法変更（境・割己資金）,2,銀行,12.2094,72,3.02%
936074,2025/10/21,宇都宮営業部,自動車,ホンダFREED E:HEVFF CROSSTAR,D 建設業,,3.744,1358.319,281.267,171.175,171.936,89.897,2.584,5.352,1.722,0,10.69,6.596,2,既存先,自動車リース,1,当社受注,,2,銀行,3.185381,60,2.68%
934326,2026/1/27,宇都宮営業部,自動車,ホンダ オデッセイ E：HEV FF,E 製造業,0.128,0,143.261,73.503,21.034,22.563,16.185,4.469,0.256,8.68,0,3.615,0,無格付,新規先,自動車リース,1,当社受注,,2,銀行,5.264023,72,4.62%
928161,2026/1/28,宇都宮営業部,一般,コニカミノルタ カラー複合機 bizhub C551i,Rサービス業（他に分類されないもの）,23.73,0,173.28,151.134,1.93,11.695,8.782,4.391,,1.487,5.126,4.772,,無格付,既存先,一般リース,1,当社受注,,2,銀行,1.59,60,2.75%
952535,2026/1/16,宇都宮営業部,自動車,ホンダ ヨNO-N E,1卸売業・小売業,71.314,,1443.65,251.528,5.551,4.673,3.893,10.191,,24.805,-37.703,1.636,,無格付,既存先,自動車リース,1,当社受注,,1,ユーザー,3.049328,60,4.09%
933845,2025/11/5,宇都宮営業部,一般,アクサルタアイラス スキャン（分光測色機）,Rサービス業（他に分類されないもの）,9.502,,584.303,48.518,-4.406,0.301,-1.68,9.006,,22.664,6.703,2.025,,無格付,新規先,一般リース,1,当社受注,,2,銀行,1.9,60,4.03%
918918,2026/1/14,宇都宮営業部,一般,インバータースクリューコンプレッサー,E 製造業,5.992,,131.332,15.735,-25.839,-24.646,14.597,8.004,,22.515,,3.75,28.314,要注意先,既存先,一般リース,1,当社受注,,2,銀行,2,60,3.95%
928161,2026/1/30,宇都宮営業部,一般,コニカミノルタ カラー複合機 bizhub C551i,Rサービス業（他に分類されないもの）,23.73,0,173.28,151.134,1.93,11.695,8.782,4.391,,1.487,5.126,4.772,,無格付,既存先,一般リース,1,当社受注,,2,銀行,0.75,60,2.63%
928116,2026/1/30,宇都宮営業部,自動車,キャラバン 4ドアワゴン 標準ルーフ,D建設業,22.5,2.058,241.763,39.127,-6.102,1.199,0.654,0.989,3.328,4.018,,1.498,3.965,2,既存先,自動車リース,1,当社受注,,1,ユーザー,3.793745,60,3.01%
907200,2025/11/13,宇都宮営業部,一般,バッテリーフォークリフト（つくば工場）,E 製造業,273.809,3.08704,3581.416,311.934,100.243,-25.951,-25.862,19.023,255.943,367.273,259.779,0.24,5.361,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,1.7,60,2.10%
910623,2026/1/16,宇都宮営業部,自動車,冷蔵車大型トラック,H 運輸業・郵便業,2883.395,266.9395,6075.224,744.341,156.83,168.444,182.303,21.199,149.269,67.594,,4.084,765.095,5,既存先,自動車リース,1,当社受注,,2,銀行,17.7,60,2.50%
910623,2026/1/16,宇都宮営業部,自動車,冷蔵車大型トラック,H 運輸業・郵便業,2883.395,266.9395,6075.224,744.341,156.83,168.444,182.303,21.199,149.269,67.594,,4.084,765.095,5,既存先,自動車リース,1,当社受注,,2,銀行,6.98,60,2.50%
936264,2025/11/10,宇都宮営業部,一般,ソフトウェア,E製造業,0,5.854,622.574,264.682,91.718,91.984,61.697,5.998,,5.701,,12.105,,無格付,既存先,一般リース,1,当社受注,,2,銀行,4.866,60,2.84%
921100,2025/9/19,宇都宮営業部,一般,フォークリフト バイリーン51,Rサービス業（他に分類されないもの）,20,2.7484,1320.806,226.953,36.626,53.4,87.754,21.368,54.916,8.851,94.985,5.862,114.791,4,既存先,一般リース,1,当社受注,,1,ユーザー,2.4,60,2.68%
909556,2025/11/14,宇都宮営業部,自動車,ハイエースパン DX GL 5ドア STDフロア,1卸売業・小売業,50,11.5552,556.66,197.189,50.121,54.932,26.931,5.322,,0.297,,3.14,,3,既存先,自動車リース,1,当社受注,,2,銀行,3.036773,60,3.02%
901442,2026/1/27,宇都宮営業部,一般,ALTA Revolution見積パック！！,D建設業,20,0,434.535,69.43,6.771,4.166,3.878,1.558,3.006,41.309,0,4.078,6.702,無格付,既存先,一般リース,1,当社受注,,2,銀行,1.9,60,4.08%
967970,2025/5/1,宇都宮営業部,自動車,NV 200バネット,E 製造業,18.33,0,85.813,72.08,1.984,1.265,1.184,12.007,0,12.837,0,0.866,,無格付,新規先,自動車リース,2,失注,天方法変更（・自己資）,2,銀行,2.167893,60,2.94%
