ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,,当社受注,,,ユーザー,0.207532,60,2.23%
924084,2025/12/15,,一般,防犯カメラ,Rサービス業（他に分額されないもの）,13.129,0,25.319,22.631,11.932,11.816,8.918,0.498,,1.993,0,0.48,0,無格付,新規先,一般リース,1,当社受注,,,銀行,0.86,84,2.70%
975692,2025/7/8,,一般,AIx光学ズーム搭載ビジョンシステム,E 製造業,36.628,0,2588.576,369.376,-39.925,-39.248,-33.627,14.851,47.766,122.87,114.841,16.816,38.729,要注意先,既存先,一般リース,2,失注,原理方法変室（究・自己資金）,2,銀行,1.18,96,3.27%
922052,2024/11/21,,一般,コインランドリー設備一式,D建設業,34.2,0,28.337,16.954,-0.77,-0.342,4.768,0.747,0,9.048,-0.654,,0,無格付,新規先,一般リース,,失注,長浦方法（諸定・自己資金,2,銀行,16.916977,84,3.52%0%
906530,2025/10/1,,自動車,ムーヴキャンパス,Rサービス業（他に分類されないもの）,63.8,0.069,63.124,43.191,4.069,1.251,0.947,4.526,0,9.494,0,1.606,0,要注意先,既存先,自動車リース,1,当社受注,,2,銀行,2.38,60,3.26%
922004,2025/11/28,,一般,キャビネット,D 建設業,99.238,4.5257,219.091,44.726,0.104,0.381,0.171,3.041,0.644,6.387,0,3.883,0,5,既存先,一般リース,,失注,,,銀行,1,60,
933671,2025/10/2,,一般,トヨタエンジンフォークリフト,1卸売業・小売業,7.328,,105.7,99.394,-23.142,-23.267,-21.874,10.478,0,28.672,,17.253,0,無格付,既存先,一般リース,,失注,開場方法変更（出食・自己貴金）,,銀行,2.618,60,2.58%
075692,2025/7/8,,一般,帯掛機,E 製造業,36.628,,2588.576,369.376,-39.925,-39.248,-33.627,14.851,47.766,122.87,114.841,16.816,38.729,要注意先,既存先,一般リース,,失注,,,銀行,16.48,96,3.20%
962286,2025/7/16,,自動車,ブリウス,1卸売業・小売業,23.799717,0,6161.05,835.535,99.699,85.747,62.597,2.419,0,,0,20.834,0,無格付,既存先,自動車リース,1,当社受注,,2,銀行,3.438668,60,
903994,2025/11/4,,自動車,ヴェルファイア,E 製造業,148.414,0.8208,832.358,78.349,13.594,0.719,0.719,3.475,26.144,71.6,0,8.166,12.982,要注意先,既存先,一般リース,2,失注,長浦方法変更（次・自己資金）,2,銀行,10.705106,60,4.50%
923541,2025/9/5,,一般,マザック VCN-600,E製造業,38.7,0,93.816,23.975,-14.574,-14.44,-14.521,0.658,6.134,11.895,49.364,5.05,5.52,無格付,新規先,一般リース,,失注,長浦方法室電（★・自己資金）,2,銀行,27,120,5.01%
921779,2025/9/25,,割賦,自動販売機,1卸売業・小売業,401.278,1.6238,7665.106,2534.996,428.655,416.255,228.201,177.532,,6.898,29.514,111.088,0,9,既存先,割賦,2,失注,その他（不成約）,,銀行,1.18679,60,3.24%
918873,2025/11/28,,一般,MEGA YURN900,E製造業,108.588,0,223.547,-18.813,-68.579,-64.018,-64.087,1.467,91.51,35.523,0.087,0.539,2.579,要注意先,既存先,一般リース,2,失注,設備投資見合せ（込・延用）,2,銀行,40,60,
985855,2025/8/6,,一般,防犯カメラ,Rサービス業（他に分類されないもの）,318.978,5.4522,1116.456,1098.004,150.041,149.529,68.378,82.3,0,16.3,0.975,86.434,0,4,既存先,一般リース,2,失注,絵画役資見出せ（週・延期,,ユーザー,0.75,72,5.07%
017306,2025/9/9,,自動車,カローラフィールダー,E 製造業,81.638,0.1416,251.531,22.635,-25.768,-11.284,-11.365,1.844,11.01,27.027,,2.145,1.012,要注意先,既存先,自動車リース,2,失注,,2,銀行,2.07835,60,
950145,2025/9/1,,割賦,プレハブ冷蔵庫,E 製造業,465.412,6.94156,970.932,196.356,1.174,14.381,11.919,2.732,13.766,79.569,,7.67,27.236,要注意先,既存先,割賦,2,失注,投資見合せ（四週・延用）,2,銀行,6.995,72,323%0%
023181,2025/10/15,,一般,温冷カート,Rサービス線（他に分類されないもの）,1.088,,725.869,724.875,29.358,31.406,31.406,50.934,,,1.302,0,,無格付,新規先,一般リース,2,失注,■道方法変置（育・白己資金）,2,銀行,1.7062,60,2.55%
901659,2025/10/28,,割賦,30+ディーゼルフォークリフト,D 建設業,61.923,,194.291,84.154,4.451,-17.234,-7.343,5.435,21.297,26.903,23.073,12.611,5.798,要注意先,新規先,割賦,2,失注,無産方法変更（食・自己資金）,2,銀行,3.07,60,3.66%
023834,2025/10/30,,一般,監想カメラシステム,E 製造業,6.25,0,55.33,6.436,-0.088,0.081,5.012,0.035,0.592,0.163,,0,0.687,無格付,新規先,一般リース,2,失注,鶏場方法変更（越実・自己資金）,,銀行,0.44,60,5.14%
029210,2025/9/11,,自動車,ハイエース,D 建設業,5.376,0.429,32.701,21.995,-0.586,-0.053,-0.134,0.178,0,,0,0.979,0,無格付,既存先,自動車リース,2,失注,調方治変更（国定・白己資金）,,銀行,1.209,,
011208,2025/10/10,,一般,料金秤,1卸売業・小売業,214.176,4.6414,2171.502,333.046,10.109,23.484,23.052,2.966,,12.999,,28.512,0,要注意先,既存先,一般リース,2,失注,,,ユーザー,0.21,60,4.18%
901659,2025/10/28,,割賦,2. 5tディーゼルフォークリフト,D建設業,61.923,0,194.291,84.154,4.451,-17.234,-7.343,5.435,21.297,26.903,23.073,12.611,5.798,要注意先,既存先,割賦,2,失注,開理方法変堂「肉・己責金）,2,銀行,2.62,60,3.61%
912135,2025/9/19,,自動車,N-VAN,Rサービス集（他に分類されないもの）,36.402,0,505.408,114.642,28.911,26.776,19.099,14.432,1.626,0.373,,3.113,0.334,4,既存先,自動車リース,1,当社受注,,2,銀行,1.649882,48,3.63%
922011,2025/6/19,,自動車,三菱新型スーパーグレート,H 運輸業・郵便業,25.015,,176.586,176.586,-0.463,1.312,1.226,0.569,,12.982,0,18.601,0,無格付,新規先,自動車リース,2,失注,設費育発会せ（退・総菜）,2,銀行,17,84,3.21%
915795,2025/4/28,,一般,パソコンー式,1卸売業・小売業,1.308,0,6.868,4.344,-2.531,-2.582,-2.379,0.303,,,0.043,0.164,,無格付,新規先,一般リース,2,失注,共通方法変更く耐食・自己完金）,,銀行,2.08,60,
912864,2025/3/31,,自動車,三菱キャンター,D 建設業,1.239,3.108,360.743,46.184,6.15,5.819,0.134,2.387,4.305,0.461,6.732,3.067,22.396,無格付,既存先,自動車リース,1,当社受注,,,銀行,5.15,60,2.53%0%
