ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
921202,2026/1/9,宇都宮営業部,一般,再加熱キャビネット,p 医療・福祉,80.688,,819.092,726.94,6.72,25.137,18.295,39.722,,16.465,0,69.036,,要注意先,既存先,一般リース,1,当社受注,,2,銀行,0.8211,60,3.44%
911609,2026/1/20,宇都宮営業部,自動車,いす”フォワード,D 建設業,98.69,2.8823,826.749,64.857,15.251,16.387,21.115,8.655,23.746,115.949,0,2.233,2.874,9,既存先,自動車リース,1,当社受注,,2,銀行,8.102745,60,2.32%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6.994,0,335.837,84.96,1.981,40.271,36.966,15.848,0,11.358,28.613,17.693,,5,既存先,一般リース,1,当社受注,,2,銀行,2.9317,60,2.55%
922826,2026/2/2,宇都宮営業部,一般,① AED,E 製造業,248.568,31.3664,986.302,369.416,86.076,95.384,-36.932,,64.392,38.024,0,20.944,,5,既存先,一般リース,1,当社受注,,2,銀行,0.281,60,2.76%
922826,2026/2/2,宇都宮営業部,一般,AED ①,E 製造業,248.568,31.3664,986.302,369.416,86.076,95.384,-36.932,,64.392,38.024,,20.944,0,5,既存先,一般リース,1,当社受注,,2,銀行,0.335,60,2.83%
932121,2025/12/15,宇都宮営業部,一般,スクリューコンプレッサー,D建設業,5.373,0.9568,185.978,33.275,4.021,4.437,4.337,0,0.998,1.722,0,,3.174,無格付,既存先,一般リース,1,当社受注,,2,銀行,2.304,60,3.65%
911097,2025/12/30,宇都宮営業部,一般,射出成型機ライン,E 製造業,300,2.6895,641.414,186.852,53.734,47.373,35.409,14.341,46.548,101.979,0,0.61,41.351,5,既存先,一般リース,1,当社受注,,2,銀行,29.84,60,2.50%
932097,2026/2/4,宇都宮営業部,一般,サーバー一式,p 医療・福祉,238.594,13.364,1081.172,1046.281,6.217,10.078,8.246,50.789,0,14.751,0,11.357,0,4,既存先,一般リース,1,当社受注,,2,銀行,22.59,84,2.85%
920586,2025/8/4,宇都宮営業部,一般,コマツ製油圧ショベル,D 建設業,180.102,25.1721,622.687,215.202,-5.339,3.318,2.331,1.814,47.18,154.119,0,8.299,23.116,4,既存先,一般リース,1,当社受注,,2,銀行,19.5,60,1.85%
933924,2025/11/20,宇都宮営業部,一般,おむすび成形機,E 製造業,17.966,0,70.723,8.085,0.359,0.406,0.406,0,1.928,1.394,0,0,0.504,無格付,新規先,一般リース,1,当社受注,,2,銀行,2.97,84,3.85%
921000,2025/9/30,宇都宮営業部,自動車,ライズHE V,E 製造業,4.996,1.6088,316.186,80.249,19.684,20.085,15.879,1.061,1.376,0.244,0,2.899,3.744,無格付,既存先,自動車リース,1,当社受注,,2,銀行,3.929889,60,2.56%
933352,2025/12/4,宇都宮営業部,自動車,ダイナ 1t,1卸売業・小売業,3.332,,439.619,84.162,9.726,13.366,11.374,6.302,,5.951,,3.495,,無格付,新規先,自動車リース,2,失注,他社競合（レート）,2,銀行,4.433018,60,
923797,2025/9/24,宇都宮営業部,一般,軟水装置,E 製造業,2.318,1.8113,251.592,61.54,-6.511,0.784,5.645,2.376,9.489,36.034,0.285,6.3,4.81,無格付,既存先,一般リース,2,失注,現造方法変更（実・月ご貴金）,2,銀行,3.67,60,3.42%
921202,2025/10/6,宇都宮営業部,一般,再加熱キャビネット,p 医療・福祉,80.688,,819.092,726.94,6.72,25.137,18.295,39.722,,16.465,0,69.036,,要注意先,既存先,一般リース,2,失注,現道方文業（北実・口ご金）,2,銀行,1.704,60,2.87%
908955,2025/5/19,宇都宮営業部,一般,油圧ショベル,D 建設業,13.998,0.9997,394.326,139.118,-18.221,1.491,15.548,18.863,12.88,31.844,13.785,2.059,11.499,6,既存先,一般リース,2,失注,他社競合（その他）,2,銀行,25.5,96,
912598,2025/12/26,宇都宮営業部,自動車,三菱 スーパーグレート,H 運輸業・郵便業,102.666,5.222,761.203,48.127,-19.762,-19.482,-15.404,0.614,15.893,98.888,51.092,0.455,4.371,9,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,15.31,84,2.61%
910261,2025/12/11,宇都宮営業部,一般,透析用水作製装置,p 医療・福祉,88.83,3.40134,2938.859,2403.06,41.571,47.707,39.368,84.582,0,0,2.987,124.438,,4,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,11.2,72,2.20%
915301,2025/12/17,宇都宮営業部,一般,ESシステムー式 ①,1卸売業・小売業,100.46,0.8201,2489.592,891.048,141.275,141.04,90.932,26.706,,,13.654,32.981,,要注意先,既存先,一般リース,,失注,無車方法（雑実・自己実金）,2,銀行,0.5755,60,3.56%
923484,2025/12/12,宇都宮営業部,自動車,トヨタハイエースパン,D建設業,367.886,27.9859,2088.561,365.999,71.345,58.118,30.54,16.569,18.251,37.752,,10.074,21.026,4,既存先,自動車リース,,当社受注,,2,銀行,3.479973,60,2.74%
933837,2025/11/4,宇都宮営業部,自動車,三菱 デリカ D：5,E 製造業,37.5,,489.348,97.459,20.988,25.105,18.866,,10.529,12.079,0,5.951,3.097,2,新規先,自動車リース,1,当社受注,,2,銀行,5.520608,60,2.52%
932749,2025/12/24,宇都宮営業部,割賦,リア置きマニプレータ,E製造業,332.05,,2949.485,385.971,90.049,124.591,-61.727,18.229,36.627,95.956,0.899,1.949,33.114,9,新規先,割賦,1,当社受注,,2,銀行,13.5,84,2.51%
926020,2025/12/10,宇都宮営業部,自動車,メルセデスベンツG450d,H 運粉業・郵便業,35.326,0,140.582,140.582,0.231,0.728,-1.615,5.87,,8.396,0,8.762,0,5,新規先,自動車リース,,失注,他社競合（その他）,2,銀行,21.355052,60,2.50%
933151,2025/6/24,宇都宮営業部,一般,ボール盤NC,E 製造業,5.656,0,378.832,16.736,-11.268,5.291,5.21,0.351,6.846,20.872,0,0.771,0.185,要注意先,新規先,一般リース,2,失注,設費役資見合せ（第湯・読縮）,2,銀行,4.78,84,3.24%
919646,2025/12/17,宇都宮営業部,自動車,日産 ルークス,Rサービス業（他に分額されないもの）,2.269,2.3025,37.018,33.518,3.397,3.67,2.837,3.8,,3.918,0,3.56,0.967,無格付,既存先,自動車リース,,当社受注,,2,銀行,1.991827,36,3.67%
915301,2025/12/17,宇都宮営業部,一般,ESシステム一式 ①,1卸売業・小売業,100.46,0.8201,2489.592,891.048,141.275,141.04,90.932,26.706,,0,13.654,32.981,0,要注意先,既存先,一般リース,2,失注,長崎方法変更（貴・自己貴金）,2,銀行,0.5755,60,3.56%
925134,2025/10/23,宇都宮営業部,自動車,フォークリフト,D 建設業,38.364,,1303.143,92.814,17.424,10.834,10.834,18.498,18.215,53.494,25.464,0.817,0.192,無格付,新規先,自動車リース,1,当社受注,,2,ユーザー,3.78,60,2.31%
931210,2025/9/18,宇都宮営業部,一般,真空ポンプ,E 製造業,60.6,1.8144,460.613,25.303,-5.821,6.887,5.869,0.583,7.435,15.686,0,2.226,0,9,既存先,一般リース,1,当社受注,,2,銀行,1.68,84,2.61%
923484,2025/12/12,宇都宮営業部,自動車,トヨタハイエースバン,D 建設業,367.886,27.9859,2088.561,365.999,71.345,58.118,30.54,16.569,18.251,37.752,0,10.074,21.026,4,既存先,自動車リース,1,当社受注,,2,銀行,3.479973,60,2.73%
906939,2025/11/17,宇都宮営業部,自動車,レクサス UX300h,Rサービス業（他に分類されないもの）,1363.627,69.7713,6304.684,1228.607,515.12,464.979,262.385,201.522,268.108,427.509,335.666,37.644,8.945,9,既存先,自動車リース,1,当社受注,,2,銀行,9.34,60,2.13%
917226,2025/9/25,宇都宮営業部,割賦,全自動錠剤分包機,p 医療・福祉,479.312,3.22775,2941.439,2641.246,4.566,35.927,22.172,168.609,,0.479,112.618,111.664,0,無格付,既存先,割賦,1,当社受注,,2,銀行,9.1,84,2.57%
914531,2025/8/29,宇都宮営業部,一般,サーバー一式,E 製造業,1511.292,8.3188,4433.302,2621.364,124.497,40.91,23.444,97.294,87.726,179.282,0.704,24.557,8.066,要注意先,既存先,一般リース,,当社受注,,2,銀行,14.9065,60,5.00%
934025,2025/12/4,宇都宮営業部,一般,チラーユニット,E 製造業,50.185,0,948.04,162.95,83.948,83.782,73.548,3.532,17.775,12.768,1.243,3.388,7.562,2,新規先,一般リース,1,当社受注,,2,銀行,4.7174,60,2.76%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6.994,0,335.837,84.96,1.981,40.271,36.966,15.848,0,11.358,28.613,17.693,,5,新規先,一般リース,1,当社受注,,2,銀行,2.2077,60,2.57%
950239,2025/10/23,宇都宮営業部,一般,高速自動値付ラベラー,1卸売業・小売業,295.241,16.5503,3016.912,598.03,23.197,9.012,28.171,21.043,15.572,54.694,1.192,67.271,12.103,5,既存先,一般リース,1,当社受注,,2,銀行,2.38,84,2.85%
930299,2025/9/25,宇都宮営業部,自動車,新型プリウスG,D 建設業,7.5,,396.498,138.019,31.347,40.377,10.296,5.314,9.368,12.951,2.216,0.062,1.062,無格付,新規先,自動車リース,1,当社受注,,2,銀行,3.25899,60,3.05%
916085,2025/11/25,宇都宮営業部,一般,温水高圧洗浄機,E 製造業,243.96,6.0591,1771.545,931.198,580.255,583.261,400.134,25.606,,16.964,0,15.508,0,無格付,既存先,一般リース,1,当社受注,,2,銀行,2.802,60,2.25%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6.994,0,335.837,84.96,1.981,40.271,36.966,15.848,0,11.358,28.613,17.693,,5,既存先,一般リース,1,当社受注,,2,銀行,1.0423,60,2.67%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6.994,,335.837,84.96,1.981,40.271,36.966,15.848,0,11.358,28.613,17.693,,5,既存先,一般リース,1,当社受注,,2,銀行,0.27,60,2.73%
934233,2026/1/14,宇都宮営業部,一般,複合機,H 運輸業・郵便業,38.361,0,408.764,385.93,13.44,11.76,11.55,9.41,,7.006,0,1.728,,無格付,新規先,一般リース,1,当社受注,,2,銀行,0.670909,60,3.94%
933978,2025/12/1,宇都宮営業部,一般,スライドソー,D 建設業,33,0,476.891,49.892,-1.34,21.399,0.616,,11.224,24.348,0.149,4.2,2.101,5,新規先,一般リース,2,失注,鉄方法次更〔資・自己資生）,2,銀行,16.2122,84,2.50%
918557,2025/10/22,宇都宮営業部,一般,KARECARTEソフト,Rサービス業（他に分類されないもの）,15.324,,273.618,262.232,-38.554,-40.782,-40.947,23.639,,,,4.043,,要注意先,新規先,一般リース,2,失注,他社競合（レート）,2,銀行,1.269,60,7.28%
921608,2025/12/11,宇都宮営業部,自動車,三菱 スーパーグレード,H 運輸業・郵便業,44.989,15.6144,1551.253,183.686,114.407,115.938,70.723,1.691,18.227,34.299,,0.062,158.755,無格付,既存先,自動車リース,1,当社受注,,2,銀行,14.9,60,2.13%
910805,2025/10/2,宇都宮営業部,一般,回転式たててすり,p 医療・福祉,714.028,2.091,549.971,549.971,1.399,-9.804,-9.804,64.125,0,,13.403,4.462,,無格付,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,0.2298,60,5.24%
