ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
950198,2025/6/30,宇都宮営業部,一般,全有機体炭素計,E製造業,187.363,121.4391,3815.812,632.221,256.313,285.271,201.053,12.477,112.612,245.077,45.887,5.76,105.645,2,既存先,一般リース,,当社受注,,2,銀行,5.15,84,2.54%
905966,2025/7/1,宇都宮営業部,自動車,プレオプラス（小山支社②）,Rサービス（他に分類されないもの）,20.002,8.5417,726.982,726.982,3.103,56.457,43.163,35.92,0,14.755,0,12.667,,無格付,既存先,自動車リース,1,当社受注,,2,銀行,1.12115,60,4.69%
905966,2025/7/1,宇都宮営業部,自動車,ノート（本社）,Rサービス業（他に分類されないもの）,20.002,8.5417,726.982,726.982,3.103,56.457,43.163,35.92,0,14.755,0,12.667,,無格付,既存先,自動車リース,1,当社受注,,2,銀行,2.155765,60,4.69%
950241,2025/7/29,宇都宮営業部,一般,サーバー,1卸売業・小売業,106.836,0,1003.532,142.257,5.963,6.48,4.631,3.434,0,5.995,0,3.081,,無格付,既存先,一般リース,1,当社受注,,,銀行,2.070182,60,2.67%
913608,2025/8/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,,当社受注,,1,ユーザー,0.825,60,2.23%
913608,2025/8/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,,当社受注,,,ユーザー,0.342,60,2.20%
962286,2025/7/11,宇都宮営業部,一般,レーザープリンター,1卸売業・小売業,23.799717,,6161.05,835.535,99.699,85.747,62.597,2.419,0,0,,20.834,0,3,既存先,一般リース,1,当社受注,,,ユーザー,0.4612,60,2.33%
921223,2025/7/4,宇都宮営業部,一般,パソコン32台,Rサービス（他に分されないもの）,291.658,1.97345,8908.858,1245.643,126.331,193.615,128.925,17.929,0,28.402,0,181.814,,2,既存先,一般リース,1,当社受注,,2,銀行,6.1656,60,2.78%
913608,2025/4/10,宇都宮営業部,一般,警備用端末機器,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,15.591,60,2.22%
950241,2025/7/29,宇都宮営業部,一般,ソフトウェア,1卸売業・小売業,106.836,,1003.532,142.257,5.963,6.48,4.631,3.434,0,5.995,,3.081,,無格付,既存先,一般リース,1,当社受注,,2,銀行,1.369818,60,2.69%
913608,2025/8/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.21,60,2.25%
913608,2025/8/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.305,60,2.26%
910097,2025/7/30,宇都宮営業部,自動車,セレナ,Rサービス業（他に分類されないもの）,309.369,26.23495,913.956,891.898,71.905,61.216,31.228,11.836,,1.645,0.431,50.731,0,無格付,既存先,自動車リース,1,当社受注,,1,ユーザー,2.446473,60,2.54%
901500,2025/8/19,,一般,デスク・ノートPC,Rサービス業（他に分類されないもの）,608.151,18.6157,4071.06,682.182,30.287,31.739,28.757,13.818,,,0,54.426,1.895,無格付,既存先,一般リース,1,当社受注,,2,銀行,1.82,60,3.38%
908971,2025/6/17,宇都宮営業部,一般,FAX（鬼怒川温泉ロープウェイ）,Rサービス（他に分類されないもの）,67.638,0,568.869,552.868,15.313,29.321,21.567,50.636,0,126.047,0,34.696,,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.57,60,2.02%
917306,2025/9/11,,自動車,ハイエースバン,E 製造業,81.638,0.1416,251.531,22.635,-25.768,-11.284,-11.365,1.844,11.01,27.027,,2.145,1.012,要注意先,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,3.37786,60,
916850,2025/7/24,宇都宮営業部,割賦,油圧ショベル,1卸売業・小売業,150.989,0,2694.589,209.378,6.095,5.952,7.292,60.467,,146.296,,14.514,,5,新規先,割賦,2,失注,他社競合（レート）,2,銀行,28.8,60,2.81%
922274,2025/2/21,宇都宮営業部,一般,手動式4袋常圧ミキサー,E 製造業,70,0.1206,264.784,103.205,8.731,8.183,25.16,0.307,6.283,3.503,,7.16,0.331,要注意先,新規先,一般リース,2,失注,新造方法変更（実・自治資金）,2,銀行,16.8,96,4.02%
920004,2025/6/26,宇都宮営業部,自動車,トヨタ プロボックスF,p 医療・福祉,18.098,6.0494,331.16,331.16,-79.851,-80.755,-80.755,30.925,,,0.02,,0,要注意先,既存先,自動車リース,2,失注,調理方法ま更（当費・白発金）,2,銀行,1.648882,60,
908816,2025/9/11,宇都宮営業部,自動車,ハイエース,1卸売業・小売業,1,3.5646,606.406,162.615,40.773,49.192,31.766,0.466,,0.145,,7.745,0.643,無格付,既存先,自動車リース,2,失注,他社期合（レート）,2,銀行,3.17336,60,
916355,2025/9/2,宇都宮営業部,一般,マカダムローラー,D建設業,3.38,6.7459,712.575,74.29,-5.095,26.513,24.251,1.94,3.662,2.421,0.111,9.79,32.305,9,既存先,一般リース,2,失注,,2,銀行,11.4,60,2.66%
915145,2025/6/30,,自動車,タウンエースパン バンGL,E 製造業,6.639,,1249.885,242.425,102.393,100.189,85.376,2.858,4.83,15.11,0.237,1.852,15.206,無格付,既存先,自動車リース,2,失注,馬場方は変更（教員・白色貴生）,2,銀行,1.9945,60,2.88%
917133,2025/2/18,宇都宮営業部,自動車,VOLVO FH64,H 運輸業・郵便業,96.063,28.0242,615.509,307.041,42.395,43.3,30.469,54.06,0,92.073,48.599,9.984,0,5,既存先,一般リース,,失注,その他（不成約）,2,銀行,22,60,2.51%
927814,2025/7/22,宇都宮営業部,一般,A-OralスキャンEliteワイヤレス,p 医療・福祉,12.353,0,194.283,145.004,-6.716,6.532,-8.509,7.1,,,,9.528,,無格付,新規先,一般リース,2,失注,,2,銀行,2.628,60,2.84%
922532,2025/6/9,宇都宮営業部,自動車,ヴェルファイア,D 建設業,32.884,0.681,111.186,34.625,1.905,6.156,4.24,3.324,5.032,1.167,12.346,4.34,2.104,無格付,既存先,自動車リース,,失注,調達方法変更（簡費・自己有金）,2,銀行,8.28975,60,
933161,2025/6/24,宇都宮営業部,一般,ミツトヨ CNC三次元測定機,E 製造業,65.817,0,761.072,193.912,82.626,77.513,30.933,10.412,59.982,172.99,2.977,4.851,11.618,4,新規先,一般リース,2,失注,,2,銀行,23.3,72,2.59%
914156,2025/7/4,,自動車,三菱キャンター,E製造業,207.756,3.1212,361.367,38.827,-42.872,-40.836,-45.492,1.457,20.641,109.332,,0.151,1.088,要注意先,既存先,自動車リース,2,失注,,2,銀行,4.05434,60,3.50%
933413,2025/8/6,宇都宮営業部,一般,カラービューカメラ,E 製造業,13.672,,259.638,16.671,-1.283,-0.989,-0.472,0.429,7.598,24.561,0.31,0,2.4,無格付,新規先,一般リース,2,失注,黒連方は変更（貴・自発生）,2,銀行,1.1111,84,2.51%
921195,2025/8/1,,自動車,GOLF VARIANT TDI ACTIVE ADVANC,M 宿泊業・飲食サービス業,24.158,,186.298,97.589,5.598,5.451,4.429,3.521,,,0,1.474,0,無格付,既存先,自動車リース,2,失注,競物役員見合せ（第・延期）,2,銀行,4.773625,60,3.04%
910227,2025/6/13,宇都宮営業部,一般,ワンショット3D形状測定機,E 製造業,99.162,,588.245,161.182,-13.957,-16.397,-16.438,1.775,27.612,57.02,0,6.496,26.385,無格付,新規先,一般リース,2,失注,設備投費見合せ（禁通・出）,2,銀行,5.28,60,2.53%
906821,2025/6/23,宇都宮営業部,一般,カービュウティシャン自動式洗車機,1卸売業・小売業,105.746,0.1584,1367.73,457.611,-51.492,-42.231,-42.312,83.138,,73.901,0,75.196,,無格付,既存先,一般リース,2,失注,,2,銀行,15,60,2.52%
918037,2025/7/11,宇都宮営業部,割賦,住友建機製油圧ショベル,D 建設業,598.89,176.39693,4885.693,1408.494,134.084,138.399,104.919,55.236,1106.301,2841.179,16.609,62.846,395.085,3,既存先,割賦,1,当社受注,,2,銀行,43,60,1.98%
962914,2025/9/25,宇都宮営業部,一般,パソコン一式,D建設業,4686,55.15124,24447.352,3733.568,363.085,1335.672,1172.801,92.075,107.906,9.518,-2770.81,56.468,45.238,4,既存先,一般リース,1,当社受注,,2,銀行,5.48426,48,2.64%
950241,2025/7/29,宇都宮営業部,一般,パソコン,1卸売業・小売業,106.836,,1003.532,142.257,5.963,6.48,4.631,3.434,,5.995,,3.081,,5,既存先,一般リース,,当社受注,,2,銀行,2.75,60,2.63%
913608,2025/8/20,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,,当社受注,,1,ユーザー,0.457,60,2.25%
913608,2025/8/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.22,60,2.24%
932540,2025/9/2,宇都宮営業部,一般,冷蔵庫設備,E製造業,17.662,,96.8,34.795,0.031,0.74,0.659,,,23.843,,1.269,0.356,無格付,新規先,一般リース,1,当社受注,,2,銀行,1.66,60,3.22%
905966,2025/9/11,宇都宮営業部,自動車,日産ノート（足利）,Rサービス茶（他に分類されないもの）,20.002,8.5417,726.982,726.982,3.103,56.457,43.163,35.92,,14.755,0,12.667,0,無格付,既存先,自動車リース,1,当社受注,,2,銀行,2.300782,60,4.66%
