ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
906346,2024/11/13,宇都宮営業部,自動車,GIGA22,Rサービス業（他に分額されないもの）,170.046,36.212,410.524,107.386,48.724,78.331,73.572,6.618,17.869,35.863,,1.825,11.564,無格付,既存先,自動車リース,1,当社受注,,2,銀行,20599.446,60,3.07%
913608,2025/3/21,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,3.2,60,1.61%
928696,2025/3/25,宇都宮営業部,自動車,ハイエースバン S-GLダークプライム,D建設業,20.738,4.269815,86.872,17.978,-15.343,-15.368,-15.314,2.947,1.671,9.963,0.152,0.001,0.12,無格付,新規先,自動車リース,1,当社受注,,2,銀行,4.4932,60,4.07%
908202,2025/4/4,宇都宮営業部,一般,部犯カメラ,H 運輸業・郵便業,104.501,27.2856,1771.176,266.214,55.236,53.044,13.799,8.568,8.872,15.029,0,8.565,344.661,要注意先,既存先,一般リース,1,当社受注,,2,銀行,0.5,60,3.64%
929371,2025/2/13,宇都宮営業部,一般,パソコン、モニター,Rサービス業（他に分額されないもの）,130.346,4.42652,4942.769,4826.312,573.955,596.559,416.974,30.058,,0.078,1.689,20.855,,無格付,既存先,一般リース,1,当社受注,,2,銀行,1.1878,60,3.24%
929371,2025/1/31,宇都宮営業部,一般,パソコン、モニター,Rサービス業（他に分類されないもの）,130.346,4.42652,4942.769,4826.312,573.955,596.559,416.974,30.058,,0.078,1.689,20.855,,4,既存先,一般リース,1,当社受注,,1,ユーザー,0.2434,48,3.17%
912304,2025/2/28,,一般,ほのぼのシリーズ,Rサービス業（他に分類されないもの）,205.328,3.9867,1982.088,1981.231,63.414,63.355,44.306,45.164,,77.049,-110.579,318.21,,4,既存先,一般リース,1,当社受注,,2,銀行,0.99864,60,4.23%
938328,2026/2/16,宇都宮営業部,自動車,新型プロボックス（HEV） GL,E 製造業,122.7765,,372.275,75.854,10.042,17.527,13.187,2.947,27.612,51.357,0,2.541,4.158,要注意先,新規先,自動車リース,,失注,数■炊資見合せ（特選・道）,2,銀行,2.58946,60,
934482,2026/2/25,宇都宮営業部,自動車,トヨタ プリウス（R7年式X）,1卸売業・小売業,11.2,,100.364,51.707,0.334,0.915,0.834,4.253,0,9.413,,5.416,,無格付,新規先,自動車リース,,失注,,2,銀行,2.699091,48,
905727,2026/3/13,宇都宮営業部,一般,複合機・プリンター,E 製造業,86.308,0,1025.491,288.78,24.814,29.71,-17.305,20.943,26.198,442.382,-522.902,1.902,0,2,新規先,一般リース,,失注,他社競合（レート）,1,ユーザー,2.7399,60,2.66%
902732,2024/2/15,宇都宮営業部,一般,フォーミングマシン,E 製造業,10.918,3.4672,509.663,173.37,32.689,68.69,53.924,9.034,15.956,41.729,2.864,9.293,3.045,無格付,既存先,一般リース,2,失注,秋備投資見合せ（普通・純物）,2,銀行,41.4,84,2.51%
903954,2025/9/2,宇都宮営業部,一般,ほのぼのNEXT（介護保険業務支援システム）,Rサービス業（他に分類されないもの）,23.574,,715.819,636.604,6.362,11.631,12.152,44.268,,19.733,4.306,14.432,,無格付,新規先,一般リース,2,失注,,2,銀行,8.96675,60,2.62%
