ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
977094,2025/9/8,宇都宮営業部,一般,複合機,Rサービス系（他に分額されないもの）,596429,27176,12154332,9179403,956444,1618673,857119,1071090,0,242021,10225929,397482,0,8.1,既存先,一般リース,,失注,,2,銀行,428,60,4.49%
911650,2025/3/4,宇都宮営業部,自動車,シェンタ,1卸売業・小売業,27858,0,879104,286051,-4974,13775,9821,11111,0,111346,,18404,,0,既存先,自動車リース,1,当社受注,,2,銀行,1798,60,3.00%
932736,2025/3/28,,自動車,レクサスRX500h,1卸売業・小売業,41778,5064,560259,453136,7568,6844,6844,9393,,3051,13810,11557,,,既存先,自動車リース,1,当社受注,,2,銀行,11200,60,3.80%
914156,2025/9/16,宇都宮営業部,一般,複合機,E製造業,207756,3121.2,361367,38827,-42872,-40836,-45492,1457,20641,109332,,151,1088,8_2,既存先,一般リース,2,失注,美車方法次更（費・自己食金）,2,銀行,1338.5,60,5.00%
933520,2025/9/3,,一般,ハードウエア,1卸売業・小売業,9316.875,,61583,10806,-3457,-3151,-3332,2196,0,1146,0,0,0,0,新規先,一般リース,,失注,調後方法次更（境・自己資金）,,銀行,570,60,
912657,2025/6/10,宇都宮営業部,一般,事務用イス他,Rサービス第（他に分類されないもの）,294500,991.2,2376920,334652,49130,31873,20497,3267,0,,-35468,7743,,,既存先,一般リース,2,失注,,2,銀行,846.3,60,2.99%
977094,2025/9/17,宇都宮営業部,一般,複合機,Rサービス業（他に分類されないもの）,596429,27176,12154332,9179403,956444,1618673,857119,1071090,,242021,-10225929,397482,,8.1,既存先,一般リース,2,失注,調方法変更（実・自己資金）,2,銀行,428,60,4.37%
975692,2025/5/8,,一般,王道キムチライン,E 製造業,36628,,2588576,369376,-39925,-39248,-33627,14851,47766,122870,114841,16816,38729,8_1,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,7680,120,3.20%
910279,2025/6/10,宇都宮営業部,一般,椅子入替一式,D建設業,6000,3049.34,1876494,743086,18018,19197,8822,3408,,,-19062,45039,,,既存先,一般リース,1,当社受注,,2,銀行,529.7,60,3.67%
915102,2025/6/23,,割賦,CATO 7油圧ショベル,Rサービス案（他に分類されないもの）,192679,20823.2,551500,111033,24917,23703,17216,,13758,33662,,24131,7344,5,既存先,割賦,・1,当社受注,,2,銀行,20585,60,4.51%
906373,2025/6/19,宇都宮営業部,自動車,三菱スーパーグレート②,H 運輪業・郵便業,278338,31384.4,525599,133249,45973,132343,62600,9449,39410,41934,29904,1275,,5,既存先,自動車リース,1,当社受注,,2,銀行,14100,60,2.54%
962914,2025/3/27,,一般,椅子入替一式,D建設業,4686000,55151.24,24447352,3733568,363085,1335672,1172801,92075,107906,9518,-2770810,56468,45238,,既存先,一般リース,1,当社受注,,,銀行,2207.9,60,2.91%
918942,2025/7/30,宇都宮営業部,割賦,アスファルトフィニッシャー,D 建設業,112482,3899.7,735863,85863,3147,1537,940,962,31673,84554,24492,5070,18777,4,既存先,割賦,1,当社受注,,2,銀行,19400,60,2.60%
913608,2025/9/19,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,,当社受注,,1,ユーザー,127.344,60,3.47%
918284,2025/9/11,宇都宮営業部,一般,パソコン13台,Rサービス集（他に分類されないもの）,1020934.025,8293.7,1337839,397092,92989,80020,54060,29896,0,12893,,18897,,5,既存先,一般リース,1,当社受注,,2,銀行,2090,60,2.71%
932035,2025/5/26,,一般,トヨタフォークリフト 12-8FD』35,1卸売業・小売業,325617,1171.5,7945274,787995,86891,140217,41580,124251,,199328,,16683,,5,既存先,一般リース,1,当社受注,,2,銀行,4844,48,2.85%
901870,2025/6/10,宇都宮営業部,一般,椅子入替一式,1卸売業・小売業,726964,894.29,5947306,300391,67797,62308,38595,2414,30030,704278,-243298,5595,6403,,既存先,一般リース,1,当社受注,,,銀行,1873.8,60,2.91%
913608,2025/9/19,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,,新規先,一般リース,1,当社受注,,1,ユーザー,310,60,2.21%
950145,2025/9/25,宇都宮営業部,割賦,空「機,E製造業,465412,6941.56,970932,196356,1174,14381,11919,2732,13766,79569,0,7670,27236,8_1,既存先,割賦,1,当社受注,,1,ユーザー,1100,60,3.42%
918284,2025/9/19,宇都宮営業部,一般,カラー複合機,Rサービス業（他に分類されないもの）,1070934.025,8293.7,1337839,397092,92989,80020,54060,29896,,12893,,18897,,5,既存先,一般リース,1,当社受注,,2,銀行,1480,60,2.56%
933575,2025/9/19,,一般,パソコンおよびソフト,D建設業,33814,,179337,33418,-907,555,272,1188,4087,3224,1674,302,25309,9,新規先,一般リース,1,当社受注,,2,銀行,1800,60,2.53%
913608,2025/9/19,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,860,60,2.26%
930433,2025/9/8,,一般,レーザー・データ処理ソフトウェア,D建設業,50192,2978.4,383118,70909,-17952,32612,25034,10221,,137053,-17228,5988,11233,,既存先,一般リース,1,当社受注,,2,銀行,3528.85,60,3.55%
931807,2025/9/30,宇都宮営業部,一般,CARADA電子薬歴（ハード）,Rサービス業（他に分類されないもの）,262000,4627.65,1146683,486013,26729,31237,7445,16323,,2608,,42271,,3,既存先,一般リース,1,当社受注,,2,銀行,138,60,3.28%
928285,2025/9/3,宇都宮営業部,自動車,N-VAN,Rサービス（他に分類されないもの）,684,1782,25097,20989,2303,2695,2001,200,0,0,0,799,,0,既存先,自動車リース,1,当社受注,,2,銀行,1501.12,48,4.50%
915633,2025/9/10,,一般,診療予約システム,p 医療・福祉,18116,698.1,114760,97506,13265,12938,10880,5169,,3619,5326,4344,,,既存先,一般リース,1,当社受注,,2,銀行,516,60,3.62%
