ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
906290,2025/9/10,宇都宮営業部,一般,水質浄化装置,Rサービス案（他に分類されないもの）,28500,13680.78,3537886,2545288,524344,469336,314750,93827,,297,5933,433530,D,4,既存先,一般リース,1,当社受注,,2,銀行,1400,60,2.63%
909543,2025/8/22,宇都宮営業部,一般,プリンター,p 医療・福祉,18750,57679.31,2566008,2125866,43284,-12308,-12854,161214,,20140,7997,216071,0,6,既存先,一般リース,1,当社受注,,2,銀行,500,60,2.65%
932625,2025/3/6,宇都宮営業部,自動車,GIGA22,Rサービス業（他に分類されないもの）,8497,,822040,321655,17504,11330,10146,32394,,25576,,77919,0,D,新規先,自動車リース,2,失注,新場方法変更く・自己貴金）,2,銀行,7350,60,3.22%
922499,2025/8/6,宇都宮営業部,自動車,スバル レックス Z,1卸売業・小売業,13320,3694.2,223684,87585,-2878,1673,1673,2914,0,3733,0,5807,0,0,既存先,自動車リース,1,当社受注,,2,銀行,2289.845,60,2.74%
932692,2025/3/18,宇都宮営業部,一般,縦入れ手動油圧クランプシステム,E製造業,15698,,1385123,100971,16489,236104,229421,0,52745,26298,43982,5571,11387,4,新規先,一般リース,2,失注,他社競合（レート）,2,銀行,1560,84,1.70%
932976,2025/5/26,宇都宮営業部,割賦,パン型造粒機用レーキ,E 製造業,82578,,442039,99804,14441,14214,12756,3391,18232,679222,-777215,4426,1956,2,新規先,割賦,2,失注,,2,銀行,10500,72,
912598,2025/8/21,宇都宮営業部,自動車,三菱 スーパーグレート,H 運輸業・郵便業,102666,5222,761203,48127,-19762,-19482,-15404,614,15893,98888,51092,455,4371,9,既存先,一般リース,2,失注,他社競合（レート）,,銀行,14300,84,2.31%
922914,2025/5/30,宇都宮営業部,自動車,いす”トラック,H 運輪業・郵便業,10000,2210,1950508,1950508,39365,49211,33544,16086,0,13121,0,23230,0,4,既存先,自動車リース,,失注,他社競合（レート）,2,銀行,15500,60,2.00%
924383,2025/8/5,宇都宮営業部,自動車,アルファード HEV,H 運輸業・郵便業,26420,3899.9,284611,284611,-8657,-8483,4462,22774,,19285,28336,4593,,0,既存先,,2,失注,業績不振,,銀行,3000,36,
909429,2025/8/8,宇都宮営業部,自動車,TF36H2C3型セミトレーラ,H 運輸業・郵便業,29499,10149.4,233763,38848,13881,13662,12472,0,12789,10121,43055,3078,5643,0,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,8300,60,2.50%
912598,2025/8/21,宇都宮営業部,自動車,三菱 スーパーグレート,H 運輸業・郵便業,102666,5222,761203,48127,-19762,-19482,-15404,614,15893,98888,51092,455,4371,9,既存先,自動車リース,,失注,他社合（レート）,2,銀行,14790,84,2.31%
914670,2025/6/11,宇都宮営業部,一般,スライサー,1卸売業・小売業,201994,15139.58,7285143,1242363,27998,44928,44731,50017,,26706,36206,106813,,4,既存先,一般リース,2,失注,,2,銀行,1150,60,2.12%
932625,2025/3/6,宇都宮営業部,自動車,GIGA22,Rサービス案（他に分類されないもの）,8497,,822040,321655,17504,11330,10146,32394,,25576,,77919,,,新規先,,2,失注,,2,銀行,7350,60,3.22%
932676,2025/8/5,宇都宮営業部,割賦,ハシマ製検針機,E 製造業,92971.455,4406.4,491970,106694,14332,17495,14161,2686,1760,3062,258,4542,385,4,既存先,割賦,1,当社受注,,2,銀行,1200,60,2.91%
932439,2025/6/4,宇都宮営業部,自動車,レクサス UX300h,D建設業,10000,12120,393489,109495,34936,37661,26613,300,1178,1618,U,16458,,,既存先,自動車リース,1,当社受注,,2,銀行,5520.618,60,2.54%
912040,2025/4/4,宇都宮営業部,自動車,いす” FORWARD,E 製造業,330506,7584.4,571243,108691,28874,24297,12063,513,32074,71279,478,2941,1378,,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,8942.564,60,2.62%
933246,2025/7/8,宇都宮営業部,自動車,いす”フォワードクレーン用シャシ,D 建設業,7858,,179729,72464,6639,7132,74,1368,1644,1282,569,2385,6438,,新規先,自動車リース,2,失注,他社競合（その他）,2,銀行,"12815,691",60,2.50%
932692,2025/3/18,宇都宮営業部,一般,縦入れ手動油圧クランプシステム,E 製造業,15698,,1385123,100971,16489,236104,229421,0,52745,26298,43982,5571,11387,4,新規先,一般リース,2,失注,他社競合（レート）,2,銀行,57500,84,1.65%
914913,2025/6/13,宇都宮営業部,一般,プロープ接触＆レーザー非接触測定仕様 多関節測定器,E 製造業,100000,151575.3,5863651,1171040,703135,733743,892352,,166544,176284,634424,4539,204277,2,既存先,一般リース,1,当社受注,,1,ユーザー,11900,72,1.00%
911377,2025/2/4,宇都宮営業部,自動車,ハイエースバン,1卸売業・小売業,68904,7523.2,144119,54638,-1553,4131,4131,7525,,7103,487,645,,9,既存先,自動車リース,1,当社受注,,2,銀行,4528.264,60,3.52%
931137,2025/8/7,宇都宮営業部,自動車,③中古エルフ2t（初年度H26年10月）,Rサービス業（他に分類されないもの）,168586,20143.8,855587,437774,47605,47330,35299,22783,,31476,,49773,,5,既存先,自動車リース,1,当社受注,,2,銀行,"2251,408",60,4.55%
933399,2025/8/4,宇都宮営業部,割賦,天吊り型エアコン,Rサービス業（他に分類されないもの）,8698.5,741,10208,10208,-6074,-5943,-6144,1988,,,145,5083,,0,新規先,割賦,1,当社受注,,2,銀行,671.5,60,3.75%
