ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
913608,2025/11/21,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,,当社受注,,,ユーザー,207.532,60,2.23%
924084,2025/12/15,宇都宮営業部,一般,防犯カメラ,Rサービス業（他に分額されないもの）,13129,0,25319,22631,11932,11816,8918,498,,1993,0,480,0,0,新規先,一般リース,1,当社受注,,,銀行,860,84,2.70%
975692,2025/7/8,宇都宮営業部,一般,AIx光学ズーム搭載ビジョンシステム,E 製造業,36628,0,2588576,369376,-39925,-39248,-33627,14851,47766,122870,114841,16816,38729,8_1,既存先,一般リース,2,失注,原理方法変室（究・自己資金）,2,銀行,1180,96,3.27%
922052,2024/11/21,宇都宮営業部,一般,コインランドリー設備一式,D建設業,34200,0,28337,16954,-770,-342,4768,747,0,9048,-654,,0,0,新規先,一般リース,,失注,長浦方法（諸定・自己資金,2,銀行,16916.977,84,3.52%0%
906530,2025/10/1,宇都宮営業部,自動車,ムーヴキャンパス,Rサービス業（他に分類されないもの）,63800,69,63124,43191,4069,1251,947,4526,0,9494,0,1606,0,8_2,既存先,自動車リース,1,当社受注,,2,銀行,2380,60,3.26%
922004,2025/11/28,宇都宮営業部,一般,キャビネット,D 建設業,99238,4525.7,219091,44726,104,381,171,3041,644,6387,0,3883,0,5,既存先,一般リース,,失注,,,銀行,1000,60,
933671,2025/10/2,宇都宮営業部,一般,トヨタエンジンフォークリフト,1卸売業・小売業,7328,,105700,99394,-23142,-23267,-21874,10478,0,28672,,17253,0,0,既存先,一般リース,,失注,開場方法変更（出食・自己貴金）,,銀行,2618,60,2.58%
075692,2025/7/8,宇都宮営業部,一般,帯掛機,E 製造業,36628,,2588576,369376,-39925,-39248,-33627,14851,47766,122870,114841,16816,38729,8_1,既存先,一般リース,,失注,,,銀行,16480,96,3.20%
962286,2025/7/16,宇都宮営業部,自動車,ブリウス,1卸売業・小売業,23799.717,0,6161050,835535,99699,85747,62597,2419,0,,0,20834,0,,既存先,自動車リース,1,当社受注,,2,銀行,3438.668,60,
903994,2025/11/4,宇都宮営業部,自動車,ヴェルファイア,E 製造業,148414,820.8,832358,78349,13594,719,719,3475,26144,71600,0,8166,12982,8_2,既存先,一般リース,2,失注,長浦方法変更（次・自己資金）,2,銀行,10705.106,60,4.50%
923541,2025/9/5,宇都宮営業部,一般,マザック VCN-600,E製造業,38700,0,93816,23975,-14574,-14440,-14521,658,6134,11895,49364,5050,5520,0,新規先,一般リース,,失注,長浦方法室電（★・自己資金）,2,銀行,27000,120,5.01%
921779,2025/9/25,宇都宮営業部,割賦,自動販売機,1卸売業・小売業,401278,1623.8,7665106,2534996,428655,416255,228201,177532,,6898,29514,111088,0,9,既存先,割賦,2,失注,その他（不成約）,,銀行,1186.79,60,3.24%
918873,2025/11/28,宇都宮営業部,一般,MEGA YURN900,E製造業,108588,0,223547,-18813,-68579,-64018,-64087,1467,91510,35523,87,539,2579,8_1,既存先,一般リース,2,失注,設備投資見合せ（込・延用）,2,銀行,40000,60,
985855,2025/8/6,,一般,防犯カメラ,Rサービス業（他に分類されないもの）,318978,5452.2,1116456,1098004,150041,149529,68378,82300,0,16300,975,86434,0,4,既存先,一般リース,2,失注,絵画役資見出せ（週・延期,,ユーザー,750,72,5.07%
017306,2025/9/9,,自動車,カローラフィールダー,E 製造業,81638,141.6,251531,22635,-25768,-11284,-11365,1844,11010,27027,,2145,1012,8_1,既存先,自動車リース,2,失注,,2,銀行,2078.35,60,
950145,2025/9/1,宇都宮営業部,割賦,プレハブ冷蔵庫,E 製造業,465412,6941.56,970932,196356,1174,14381,11919,2732,13766,79569,,7670,27236,8_1,既存先,割賦,2,失注,投資見合せ（四週・延用）,2,銀行,6995,72,323%0%
023181,2025/10/15,宇都宮営業部,一般,温冷カート,Rサービス線（他に分類されないもの）,1088,,725869,724875,29358,31406,31406,50934,,,1302,0,,,新規先,一般リース,2,失注,■道方法変置（育・白己資金）,2,銀行,1706.2,60,2.55%
